LST_rur,date,rural_n,urban_n,LST_urb,SUHI,is_extreme
14.899787259217211,2013-06-02,2321,1217,15.614281403524714,0.714494144307503,0
5.054136818066209,2013-06-03,2600,4615,5.282348509500389,0.22821169143418008,0
8.129131645562031,2013-06-04,3914,1109,8.859028521205433,0.7298968756434014,0
9.744976296176118,2013-06-05,674,442,9.90754251971291,0.16256622353679262,0
9.742795656661563,2013-06-07,1232,497,10.162905803663646,0.4201101470020827,0
8.462864440177233,2013-06-08,2191,3319,8.501854517973177,0.03899007779594399,0
12.511451212409199,2013-06-09,1152,2699,13.08615266604526,0.5747014536360613,0
10.837709180028144,2013-06-10,1023,118,8.907526878206628,-1.9301823018215156,0
15.62537837463936,2013-06-11,796,3696,16.102694175455,0.4773158008156386,0
15.222016923865281,2013-06-12,3284,2897,16.106152299702703,0.8841353758374222,0
12.131786696395414,2013-06-14,157,3980,13.25115053141815,1.1193638350227353,0
15.641633142812921,2013-06-17,1211,1564,16.51136876579778,0.8697356229848587,0
14.985012940497029,2013-06-18,2358,2438,14.860202988860568,-0.12480995163646114,0
11.811078385221844,2013-06-19,1586,4623,11.954837220153596,0.14375883493175223,0
13.247994107530033,2013-06-20,2588,980,12.53690608766235,-0.7110880198676828,0
17.082203106278637,2013-06-21,3499,2572,18.17583697760731,1.0936338713286737,1
17.75428276493691,2013-06-22,1264,44,16.206598853338285,-1.5476839115986252,0
16.58840449413835,2013-06-23,722,631,17.67145743975243,1.0830529456140816,0
14.809551444181553,2013-06-26,2022,391,15.017849394639262,0.20829795045770894,0
18.156397869625447,2013-06-27,1664,3873,18.732494540061708,0.5760966704362609,1
17.942090583976675,2013-06-28,357,4101,19.470524229920397,1.5284336459437213,1
12.193835616438385,2013-06-30,73,46,14.415234460196324,2.221398843757939,0
12.897423508670151,15.308214237653125,2013-07-01,527,2462,2.410790728982974,0
15.620620616914115,15.36783163488302,2013-07-04,348,3872,-0.25278898203109534,0
13.846161855553346,16.199275701900707,2013-07-05,2248,4020,2.3531138463473606,0
15.560603757652567,16.41303993280373,2013-07-06,739,113,0.8524361751511638,0
20.14013963847028,20.912488874362012,2013-07-08,1153,316,0.7723492358917312,0
